ime_poti,cas_poti,tezavnost_poti,vrh 
Griže - Dragov dom na Homu (čez Zahom),110,lahka označena pot,Dragov dom na Homu
Velika Ilova Gora - Gradišče nad Ilovo Goro,20,lahka neoznačena steza,Gradišče nad Ilovo Goro
Kozolec (Laška vas - Pečovje)  - Mali Bojanski vrh (čez Žlajfo),40,"lahka označena pot, lahka neoznačena steza",Mali Bojanski vrh
Kozolec (Laška vas - Pečovje)  - Mali Bojanski vrh (skozi Bojanski graben),45,"lahka označena pot, lahka neoznačena steza",Mali Bojanski vrh
Zvodno - Mali Bojanski vrh (skozi Bojanski graben),45,"lahka označena pot, lahka neoznačena steza",Mali Bojanski vrh
Štore - Mali Bojanski vrh (čez Kompole in Šentjanž),105,"lahka označena pot, lahka neoznačena steza",Mali Bojanski vrh
Teharje - Mali Bojanski vrh (Pot I. Celjske čete),90,"lahka označena pot, lahka neoznačena steza",Mali Bojanski vrh
Višnja Gora - Hotel Polževo,80,lahka označena pot,Hotel Polževo
Gaber pri Semiču - Semenič,30,lahka označena pot,Semenič
Migojnice - Dom na Bukovici,45,lahka označena pot,Dom na Bukovici
Zabukovica - Dom na Bukovici,30,lahka označena pot,Dom na Bukovici
Laško (pri gradu Tabor) - Hum nad Laškim  (skozi Zahum in po vzhodnem grebenu),70,zahtevna označena pot,Hum nad Laškim 
Laško (pri gradu Tabor) - Hum nad Laškim  (po zahodnem grebenu),35,delno zahtevna označena pot,Hum nad Laškim 
Trebanjski grad - Trebni vrh (mimo jam),50,lahka označena pot,Trebni vrh
Trebanjski grad - Trebni vrh (strma pot),45,lahka označena pot,Trebni vrh
Šahovec - Trebni vrh (Baragova pot),65,lahka označena pot,Trebni vrh
Dobrnič - Trebni vrh (skozi Šahovec),105,lahka označena pot,Trebni vrh
Trebanjski grad - Trebni vrh (mimo jam in mimo lovskega doma),60,lahka označena pot,Trebni vrh
Trebanjski grad - Trebni vrh (strma pot in mimo lovskega doma),55,lahka označena pot,Trebni vrh
Kamnik - Stari grad Kamnik,35,lahka označena pot,Stari grad Kamnik
Kamnik - Stari grad Kamnik (po cesti),60,lahka neoznačena steza,Stari grad Kamnik
Jurna vas - Mehovski hrib,45,lahka označena pot,Mehovski hrib
Podgrad - Mehovski hrib (položna pot),20,lahka neoznačena steza,Mehovski hrib
Podgrad - Mehovski hrib (čez Skalo),20,zahtevna neoznačena steza,Mehovski hrib
Vinja vas - Mehovski hrib (položna pot),20,lahka neoznačena steza,Mehovski hrib
Vinja vas - Mehovski hrib (čez Skalo),20,zahtevna neoznačena steza,Mehovski hrib
Košnica - Hom nad Celjem,40,lahka označena pot,Hom nad Celjem
Tremerje - Hom nad Celjem (čez razpotje Slomnik),140,lahka označena pot,Hom nad Celjem
Celje (viseči most) - Hom nad Celjem,60,lahka neoznačena steza,Hom nad Celjem
Celje (viseči most) - Hom nad Celjem (čez Petriček in Lisce),70,lahka neoznačena steza,Hom nad Celjem
Podgrad - Grmadnik,55,lahka neoznačena steza,Grmadnik
Šentjur - Rifnik,45,lahka označena pot,Rifnik
Jakob pri Šentjurju - Rifnik,45,lahka označena pot,Rifnik
Štore - Resje nad Štorami (čez Žlajfo in mimo Vrunčevega doma),150,lahka označena pot,Resje nad Štorami
Štore - Resje nad Štorami (čez Resevno),120,lahka označena pot,Resje nad Štorami
Štore - Resje nad Štorami (skozi Bojanski graben in mimo Vrunčevega doma),165,lahka označena pot,Resje nad Štorami
Štore - Resje nad Štorami (čez Kompole in Šentjanž),165,lahka označena pot,Resje nad Štorami
Zagorica pri Dobrniču - Lisec (Liška gora),60,lahka označena pot,Lisec (Liška gora)
Trebanjski grad - Lovski dom na Vrhtrebnjem (mimo jam),55,lahka označena pot,Lovski dom na Vrhtrebnjem
Trebanjski grad - Lovski dom na Vrhtrebnjem (strma pot),50,lahka označena pot,Lovski dom na Vrhtrebnjem
Šahovec - Lovski dom na Vrhtrebnjem (Baragova pot),60,lahka označena pot,Lovski dom na Vrhtrebnjem
Dobrnič - Lovski dom na Vrhtrebnjem (skozi Šahovec),100,lahka označena pot,Lovski dom na Vrhtrebnjem
Podgrad - Španov vrh (Besnica),50,lahka neoznačena steza,Španov vrh (Besnica)
Gaber pri Semiču - Smuk (čez Semenič),70,lahka označena pot,Smuk
Gaber pri Semiču - Smuk (po Smuški cesti),50,lahka označena pot,Smuk
Čatež - Zaplaz,20,lahka označena pot,Zaplaz
Okrog (Lazar) - Zaplaz,70,lahka označena pot,Zaplaz
Most čez Dušico - Zaplaz,60,lahka označena pot,Zaplaz
Štore - Gradiše (nad Štorami) (čez Kompole in Šentjanž),90,"lahka označena pot, lahka neoznačena steza",Gradiše (nad Štorami)
Velika Kostrevnica - Kožljevec,70,lahka označena pot,Kožljevec
Zagrad - Vipota,60,lahka označena pot,Vipota
Tremerje - Vipota,60,lahka označena pot,Vipota
Zagrad - Vipota (čez razpotje Ivankovič),75,lahka označena pot,Vipota
Ljubljana (Zalog) - Debenji vrh,45,lahka označena pot,Debenji vrh
Pečar - Debenji vrh,30,lahka označena pot,Debenji vrh
Ribnik - Debenji vrh,40,lahka neoznačena steza,Debenji vrh
Ljubljana (Zalog) - Debenji vrh (Trda varianta),40,lahka označena pot,Debenji vrh
Podgrad - Debenji vrh,60,lahka neoznačena steza,Debenji vrh
Podgrad - Debenji vrh (mimo starega gradu Osterberg),50,lahka neoznačena steza,Debenji vrh
Gorjuša - Sveta Trojica (nad Dobom) (skozi Dobovlje),110,lahka označena pot,Sveta Trojica (nad Dobom)
SSK Sam Ihan - Sveta Trojica (nad Dobom) (skozi Dobovlje),110,lahka neoznačena steza,Sveta Trojica (nad Dobom)
Gorjuša - Sveta Trojica (nad Dobom) (mimo sv. Miklavža in Oklega),150,lahka neoznačena steza,Sveta Trojica (nad Dobom)
SSK Sam Ihan - Sveta Trojica (nad Dobom) (mimo sv. Miklavža in Oklega),150,lahka neoznačena steza,Sveta Trojica (nad Dobom)
Bizeljska vas - Svete gore,30,lahka označena pot,Svete gore
Bizeljska vas - Svete gore (po cesti),30,lahka označena pot,Svete gore
Bistrica ob Sotli - Svete gore (Evropska pešpot E7 iz Bistrice ob Sotli),50,lahka označena pot,Svete gore
Tremerje - Kamčič (po grebenu Malega Slomnika),75,lahka neoznačena steza,Kamčič
Liboje - Kamčič (mimo ekološke kmetije Kralj - južni pristop),70,lahka označena pot,Kamčič
Liboje - Kamčič (mimo ekološke kmetije Kralj - severni pristop),45,lahka neoznačena steza,Kamčič
Celje - Sv. Peter (Olešče),255,lahka označena pot,Sv. Peter (Olešče)
"Štore - Sv. Peter (Olešče) (čez Žlajfo, Svetino in Petrovo selo)",180,lahka označena pot,Sv. Peter (Olešče)
Dom Frata - Ostri vrh (nad Globodolom),80,lahka označena pot,Ostri vrh (nad Globodolom)
Rdeči Kal - Ostri vrh (nad Globodolom) (čez Veliko raven),75,lahka označena pot,Ostri vrh (nad Globodolom)
Rdeči Kal - Ostri vrh (nad Globodolom) (mimo Doma LD Dobrnič),60,lahka označena pot,Ostri vrh (nad Globodolom)
Litija (Predilnica) - Strešni vrh (Svibno),60,lahko brezpotje,Strešni vrh (Svibno)
Litija (Dobrava) - Strešni vrh (Svibno),45,lahka neoznačena steza,Strešni vrh (Svibno)
Pirman - Grad Turjak (daljša pot),40,lahka označena pot,Grad Turjak
Turjak - Grad Turjak,10,lahka označena pot,Grad Turjak
Pirman - Grad Turjak (krajša pot),20,lahka označena pot,Grad Turjak
Trbovlje (Terezija rov) - Sv. Križ (Retje),70,lahka označena pot,Sv. Križ (Retje)
Trbovlje (Sušnik) - Sv. Križ (Retje),75,lahka označena pot,Sv. Križ (Retje)
Prapretno pri Hrastniku - Sv. Križ (Retje),65,lahka označena pot,Sv. Križ (Retje)
Trbovlje (občina Trbovlje) - Sv. Križ (Retje),90,lahka označena pot,Sv. Križ (Retje)
Gojda (Jašek III.) - Sv. Križ (Retje),55,lahka označena pot,Sv. Križ (Retje)
Gojda (Jašek III.) - Sv. Križ (Retje) (lovska pot),40,lahka neoznačena steza,Sv. Križ (Retje)
Štore - Turn (Sv. Janez Krstnik) (čez Kompole),75,lahka označena pot,Turn (Sv. Janez Krstnik)
Štore - Turn (Sv. Janez Krstnik) (skozi Bojanski graben in  mimo Vrunčevega doma),165,lahka označena pot,Turn (Sv. Janez Krstnik)
Štore - Turn (Sv. Janez Krstnik) (mimo Marije in Alminega doma),180,lahka označena pot,Turn (Sv. Janez Krstnik)
Štore - Turn (Sv. Janez Krstnik) (čez Žlajfo in mimo Vrunčevega doma),150,lahka označena pot,Turn (Sv. Janez Krstnik)
Tremerje - Turn (Sv. Janez Krstnik) (mimo Celjske koče in Vrunčevega doma),225,lahka označena pot,Turn (Sv. Janez Krstnik)
Gradiško jezero - Sveti Mohor na Mohorjevem hribu (čez Prikrnico),65,lahka neoznačena steza,Sveti Mohor na Mohorjevem hribu
Gradiško jezero - Sveti Mohor na Mohorjevem hribu (čez Vinje pri Moravčah),95,lahka označena pot,Sveti Mohor na Mohorjevem hribu
Gradiško jezero - Sveti Mohor na Mohorjevem hribu,50,lahka neoznačena steza,Sveti Mohor na Mohorjevem hribu
Pristavlja vas - Lavričeva koča na Gradišču,30,lahka označena pot,Lavričeva koča na Gradišču
Mekinje nad Stično - Lavričeva koča na Gradišču,10,lahka označena pot,Lavričeva koča na Gradišču
Kandrše (Trata) - Sveti Lenart (Kandrše),8,lahka označena pot,Sveti Lenart (Kandrše)
Višnja Gora - Grad Višnja Gora (Stari grad),30,lahka označena pot,Grad Višnja Gora (Stari grad)
Zgornja Slivnica - Magdalenska gora,15,lahka označena pot,Magdalenska gora
Štore - Kapelica pri Mariji pod Srebotnikom (Barbarina pot),75,lahka označena pot,Kapelica pri Mariji pod Srebotnikom
Celje - Kapelica pri Mariji pod Srebotnikom (po Celjski planinski poti),135,lahka označena pot,Kapelica pri Mariji pod Srebotnikom
RC Korant - Ajdovščina nad Ihanom (po vlaki),25,lahka neoznačena steza,Ajdovščina nad Ihanom
Županova jama - Tabor Cerovo,15,lahka označena pot,Tabor Cerovo
Ponova vas - Tabor Cerovo,20,lahka označena pot,Tabor Cerovo
Turjak - Tabor Cerovo,105,lahka označena pot,Tabor Cerovo
Kandrše (Trata) - Sveti Mihael (Križate),25,lahka označena pot,Sveti Mihael (Križate)
Kočevje (Rudnik) - Rudniško jezero (krožna pot okoli jezera),50,lahka neoznačena steza,Rudniško jezero
Trbovlje - Špicberg (krožna pot),60,lahka neoznačena steza,Špicberg
Bevško - Špicberg,35,lahka označena pot,Špicberg
Gradiško jezero - Gradiški grič (po pešpoti),25,"lahka označena pot, lahka neoznačena steza",Gradiški grič
Gradiško jezero - Gradiški grič (po cesti),20,lahka neoznačena steza,Gradiški grič
Podsreda - Grad Podsreda (Grajska pot),40,lahka označena pot,Grad Podsreda
Gorjuša - Oklo nad Ihanom (skozi Dobovlje),90,lahka označena pot,Oklo nad Ihanom
Gorjuša - Oklo nad Ihanom (mimo sv. Miklavža),100,lahka neoznačena steza,Oklo nad Ihanom
SSK Sam Ihan - Oklo nad Ihanom (skozi Dobovlje),90,lahka neoznačena steza,Oklo nad Ihanom
SSK Sam Ihan - Oklo nad Ihanom (mimo sv. Miklavža),100,lahka neoznačena steza,Oklo nad Ihanom
Gaber pri Semiču - Sveti Primož in Felicijan nad Semičem,10,lahka označena pot,Sveti Primož in Felicijan nad Semičem
Dolenjske Toplice - Vzletišče Peter (Straška gora),50,lahka neoznačena steza,Vzletišče Peter (Straška gora)
Ljubljana (sv. Urh) - Orle,70,lahka označena pot,Orle
Ljubljana (Spodnji Rudnik) - Orle,40,lahka označena pot,Orle
Ljubljana (Gruberjeva brv) - Orle,105,lahka označena pot,Orle
Ljubljana (Žabja vas) - Orle,75,lahka označena pot,Orle
Ljubljana (Štepanja vas) - Orle,105,lahka neoznačena steza,Orle
Liboje - Planinski dom na Brnici,30,lahka označena pot,Planinski dom na Brnici
Košnica - Planinski dom na Brnici,60,lahka označena pot,Planinski dom na Brnici
Celje (viseči most) - Planinski dom na Brnici (po grebenu),45,lahka označena pot,Planinski dom na Brnici
Celje (viseči most) - Planinski dom na Brnici (iz SV smeri),40,lahka označena pot,Planinski dom na Brnici
Podgrad - Lazarjev vrh,50,lahka neoznačena steza,Lazarjev vrh
Ljubljana (Botanični vrt) - Mazovnik (Golovec),65,lahka neoznačena steza,Mazovnik (Golovec)
Ljubljana (Rakovnik) - Mazovnik (Golovec),55,lahka neoznačena steza,Mazovnik (Golovec)
Ljubljana (London) - Mazovnik (Golovec),35,lahka neoznačena steza,Mazovnik (Golovec)
Ljubljana (Gruberjeva brv) - Mazovnik (Golovec),60,lahka označena pot,Mazovnik (Golovec)
Ljubljana (Štepanja vas) - Mazovnik (Golovec),60,lahka neoznačena steza,Mazovnik (Golovec)
Litija (Frtica) - Sitarjevec,30,lahka neoznačena steza,Sitarjevec
Litija (Bar 3M) - Sitarjevec,25,lahka neoznačena steza,Sitarjevec
Selo pri Mirni - Sveti Peter (Selo pri Mirni),15,lahka označena pot,Sveti Peter (Selo pri Mirni)
Selo pri Mirni - Sveti Peter (Selo pri Mirni) (po cesti),15,lahka neoznačena steza,Sveti Peter (Selo pri Mirni)
Podgrad - Murjevka,40,lahka neoznačena steza,Murjevka
Ljubljana (Zalog) - Stari grad (Stari Osterberg),30,lahka označena pot,Stari grad (Stari Osterberg)
Podgrad - Stari grad (Stari Osterberg) (po Ostrovrharjevi poti),45,lahka označena pot,Stari grad (Stari Osterberg)
Podgrad - Stari grad (Stari Osterberg) (mimo kamnoloma mlinskih kamnov),45,lahka neoznačena steza,Stari grad (Stari Osterberg)
Podgrad - Stari grad (Stari Osterberg) (po kolovozu),30,lahka neoznačena steza,Stari grad (Stari Osterberg)
Dom Frata - Dom LD Dobrnič,65,lahka označena pot,Dom LD Dobrnič
Rdeči Kal - Dom LD Dobrnič (po cesti),45,lahka označena pot,Dom LD Dobrnič
Rdeči Kal - Dom LD Dobrnič (čez Veliko raven),85,lahka označena pot,Dom LD Dobrnič
Ljubljana (Botanični vrt) - Črni hrib (Golovec),55,lahka neoznačena steza,Črni hrib (Golovec)
Ljubljana (London) - Črni hrib (Golovec),30,lahka neoznačena steza,Črni hrib (Golovec)
Ljubljana (Rakovnik) - Črni hrib (Golovec),50,lahka neoznačena steza,Črni hrib (Golovec)
Ljubljana (Štepanja vas) - Črni hrib (Golovec),50,lahka neoznačena steza,Črni hrib (Golovec)
Ljubljana (Gruberjeva brv) - Črni hrib (Golovec),50,lahka neoznačena steza,Črni hrib (Golovec)
Radenski kal - Velika Radenska stena,40,lahka označena pot,Velika Radenska stena
Ljubljana (Rakovnik) - Luknje,30,lahka neoznačena steza,Luknje
Zidani Most - Gašperjeva koča pod Velikim Kozjem,40,lahka označena pot,Gašperjeva koča pod Velikim Kozjem
Turjak - Županova jama,90,lahka označena pot,Županova jama
Ponova vas - Županova jama,35,lahka označena pot,Županova jama
Radenski kal - Mala Radenska stena,35,lahka označena pot,Mala Radenska stena
Otočec - Sveta Marija (Trška Gora),60,lahka označena pot,Sveta Marija (Trška Gora)
Otočec - Sveta Marija (Trška Gora) (via castle Stari grad),75,lahka označena pot,Sveta Marija (Trška Gora)
Zagorica pri Dobrniču - Sveti Križ (Liška gora),40,lahka neoznačena steza,Sveti Križ (Liška gora)
Gorjuša - Veliki vrh (Križentaver),20,lahka označena pot,Veliki vrh (Križentaver)
SSK Sam Ihan - Veliki vrh (Križentaver),20,lahka neoznačena steza,Veliki vrh (Križentaver)
Cmereška gorca - Tinska gora,75,lahka označena pot,Tinska gora
Celje - Stari grad na Grajskem hribu,20,lahka označena pot,Stari grad na Grajskem hribu
Štore - Stari grad na Grajskem hribu,90,lahka označena pot,Stari grad na Grajskem hribu
Ljubljana (Podgorica pri Črnučah) - Oljska gora,20,lahka označena pot,Oljska gora
Ljubljana (Soteška pot) - Oljska gora,25,lahka neoznačena steza,Oljska gora
Ljubljana (Ocvirkova ulica) - Oljska gora,20,lahka neoznačena steza,Oljska gora
SSK Sam Ihan - Sv. Miklavž na Goropečah,75,lahka neoznačena steza,Sv. Miklavž na Goropečah
Gorjuša - Sv. Miklavž na Goropečah,75,lahka neoznačena steza,Sv. Miklavž na Goropečah
Volčji Potok - Stari grad (Volčji Potok) (strma pot),20,lahka neoznačena steza,Stari grad (Volčji Potok)
Volčji Potok - Stari grad (Volčji Potok) (položna pot),30,lahka neoznačena steza,Stari grad (Volčji Potok)
Celje - Miklavžev hrib (Miklavški hrib),20,lahka označena pot,Miklavžev hrib (Miklavški hrib)
Celje - Miklavžev hrib (Miklavški hrib) (po cesti),25,lahka označena pot,Miklavžev hrib (Miklavški hrib)
Podgrad - Kamnolom mlinskih kamnov,30,lahka neoznačena steza,Kamnolom mlinskih kamnov
Moravče - Hribce,20,lahka neoznačena steza,Hribce
Podsreda - Stara sveta gora (Križev pot),25,lahka neoznačena steza,Stara sveta gora
Podsreda - Stara sveta gora (po cesti),30,lahka neoznačena steza,Stara sveta gora
Podsreda - Stara sveta gora (ob postajah križevega pota),25,lahka neoznačena steza,Stara sveta gora
Gorjuša - Sv. Kunigunda na Taboru nad Ihanom,35,lahka označena pot,Sv. Kunigunda na Taboru nad Ihanom
SSK Sam Ihan - Sv. Kunigunda na Taboru nad Ihanom,35,lahka neoznačena steza,Sv. Kunigunda na Taboru nad Ihanom
Celje - Miklavžev hrib (Razgledni stolp) (Žerdonerjeva pot),20,lahka označena pot,Miklavžev hrib (Razgledni stolp)
Celje - Miklavžev hrib (Razgledni stolp) (mimo Kapucinskega samostana),20,lahka označena pot,Miklavžev hrib (Razgledni stolp)
Liboje (Liko) - Sveta Neža (Liboje),15,lahka neoznačena steza,Sveta Neža (Liboje)
Kozje - Grad Kozje (Drachenburg) (Najkrajša pot od ribnika),20,delno zahtevna označena pot,Grad Kozje (Drachenburg)
Radenski kal - Radenski kal,3,lahka označena pot,Radenski kal
Olimje - Sv. Andrej nad Olimjem,15,lahka označena pot,Sv. Andrej nad Olimjem
Prečna - Dom Frata,100,lahka označena pot,Dom Frata
Rdeči Kal - Dom Frata (po cesti),105,lahka označena pot,Dom Frata
Rdeči Kal - Dom Frata (čez Veliko raven),145,lahka označena pot,Dom Frata
Migojnice - Gradišče (pri Grižah) (krožna pot),30,lahka neoznačena steza,Gradišče (pri Grižah)
Gradiško jezero - Gradiško jezero (krožna pot okrog jezera),60,lahka neoznačena steza,Gradiško jezero
Krško - Sveti Primož (Kremen),25,lahka označena pot,Sveti Primož (Kremen)
"Štore - Lahomniški sopot (čez Žlajfo, Svetino in Olešče)",240,lahka označena pot,Lahomniški sopot
Cmereška gorca - Sv. Urban (Cmereška Gorca),30,lahka označena pot,Sv. Urban (Cmereška Gorca)
"Gruska jama - Gruska jama (Krožna pot, nasprotna smer urinega kazalca)",30,delno zahtevna označena pot,Gruska jama
Štore - Sv. Lovrenc (Kompole),30,lahka označena pot,Sv. Lovrenc (Kompole)
Štore - Sv. Lovrenc (Kompole) (po poti  na Resevno),40,lahka označena pot,Sv. Lovrenc (Kompole)
Sveti Peter - Pusti Peter,20,lahka označena pot,Pusti Peter
Celje - Herkulovo svetišče na Bregu,10,lahka označena pot,Herkulovo svetišče na Bregu
Muljava - Izvir Krke,50,lahka označena pot,Izvir Krke
Izvir Poltarice - Izvir Krke,10,lahka označena pot,Izvir Krke
Otočec - Stari grad nad Otočcem,30,lahka označena pot,Stari grad nad Otočcem
