ime,drzava,drzava_2,drzava_3,gorovje,visina,vrsta,stevilo_ogledov,priljubljenost,stevilo_poti,opis,blok_poti 
Lazarjev vrh,Slovenija,,,Posavsko hribovje in Dolenjska,452,vrh,240,8,1,"Lazarjev vrh je 452 metrov visok vrh nad sotočjem Save, Ljubljanice in Kamniške Bistrice vzhodno od kraja Podgrad. Z vrha, ki je poraščen z gozdom sicer ni veliko razgleda. Nekaj več razgleda je s poseke malo pod vrhom ali od turistične kmetije Pri Lazarju, ki se nahaja na severozahodni strani vrha.",
Mazovnik (Golovec),Slovenija,,,Posavsko hribovje in Dolenjska,450,vrh,408852,81,5,"Mazovnik je s 450 m najvišji vrh Golovca, gričevja, ki se nahaja na jugovzhodnem delu Ljubljane. Golovec je bil še do konca 19. st. neporaščen od tod tudi ime, nato pa so ga pričeli umetno pogozdavati. ",
Sitarjevec,Slovenija,,,Posavsko hribovje in Dolenjska,448,vrh,202157,55,2,"Sitarjevec je 448 m visok hrib, ki se vzpenja jugozahodno nad Litijo.
<br>V začetku 20. stoletja je bil z njega lep razgled po okolici in na Kamniško-Savinjske Alpe. Danes razgleda praktično ni več, na vrh pa vodi več neoznačenih poti. Hrib je znan predvsem po enem najstarejših rudnikov v Sloveniji.",
Sveti Peter (Selo pri Mirni),Slovenija,,,Posavsko hribovje in Dolenjska,445,"vrh, cerkev",1968,24,2,Cerkev sv. Petra se nahaja nad naseljem Selo pri Mirni. Od cerkve oz. njene bližnje okolice se nam odpre lep pogled na okoliško gričevje in bližnje vasi. Razgled proti severu zastira gozd.,
Murjevka,Slovenija,,,Posavsko hribovje in Dolenjska,443,vrh,246,8,1,"Murjevka je 443 metrov visok vrh nad dolino potoka Besnica, južno od Podgrada. Vrh se nahaja v gozdu tako da ne nudi veliko razgleda. Malo pod vrhom pa potekata pohodniški poti Ostrovrharjeva pot in Borovničeva pohodna pot.",
Stari grad (Stari Osterberg),Slovenija,,,Posavsko hribovje in Dolenjska,443,vrh,224526,58,4,"Stari grad oz. Stari Osterberg je prvič omenjen v 12. stoletju (manj verjetno pa že leta 1015), takrat je grad pripadal koroškim vojvodam (Spanheimi). Danes od gradu, ki se nahaja na severovzhodnem delu Kašeljskega griča ni ostalo veliko. Viden je le še del obzidja, nekaj stopnic in predgrajski jarek.",
Dom LD Dobrnič,Slovenija,,,Posavsko hribovje in Dolenjska,440,"koča, sedlo",1150,19,3,"Dom lovske družine Dobrnič se nahaja med Ostrim vrhom (523 m) in Velikim vrhom oz. Gabrovim hribom (471 m). V bližini doma se nahaja manjši razgledni stolp, s katerega se odpre lep razgled predvsem proti jugozahodu, na ostale strani razgled ovirajo bližnji hribi.",
Črni hrib (Golovec),Slovenija,,,Posavsko hribovje in Dolenjska,440,vrh,271551,64,5,"Črni hrib je 440 m visok hrib, ki se nahaja v osrednjem delu Golovca. Preko vrha, na katerem se nahaja spomenik NOB in klop z mizo, vodi t.i. Pot spominov in tovarištva.",
Velika Radenska stena,Slovenija,,,Posavsko hribovje in Dolenjska,439,vrh,755,16,1,"Velika Radenska stena se nahaja nad levim bregom reke Kolpe in sicer jugovzhodno od Gorenjih in Dolenjih Radencev. Z zgornjega roba stene se nam odpre lep pogled proti reki Kolpi, Gorenjim in Dolenjim Radencem in Hrvaški.",
Luknje,Slovenija,,,Posavsko hribovje in Dolenjska,438,vrh,189,7,1,"Luknje so 438 metrov visok vrh v severozahodnem delu Golovca. Na vrhu kjer se nahaja gozdna učna točka Planetarij, so postavljeni modeli z astronomskimi izobraževalnimi vsebinami. Vrh, ki se nahaja v gozdu sicer ne ponuja veliko razgleda.",
Gašperjeva koča pod Velikim Kozjem,Slovenija,,,Posavsko hribovje in Dolenjska,436,koča,271327,64,1,Gašperjeva koča se nahaja na severozahodnih pobočjih Velikega Kozja nad Zidanim Mostom. Od koče zaradi bližnjega gozda ni večjega razgleda in ta je omejen le na sosednji Kopitnik.,
Županova jama,Slovenija,,,Posavsko hribovje in Dolenjska,430,,65,3,2,"Županova jama, včasih Taborska jama, je kraška jama, ki se nahaja med Turjakom in Grosupljem.",
Mala Radenska stena,Slovenija,,,Posavsko hribovje in Dolenjska,428,vrh,374,11,1,"Mala Radenska stena se nahaja nad Radenci, z nje pa se nam odpre lep pogled na Radence, reko Kolpo in delu Hrvaške.",
Sveta Marija (Trška Gora),Slovenija,,,Posavsko hribovje in Dolenjska,428,"vrh, cerkev",12440,35,2,"Trška gora je ena najbolj znamenitih slovenskih vinskih goric, kjer je na njenem južnem pobočju največ zidanic na svetu in kjer pridelujejo odličen cviček. Severno pobočje je gozdnato. Vrh Trške gore krasi romarska cerkev Marijinega rojstva, ki jo že leta 1135 skupaj z vinskim dvorom (Weinhoff) in bližnjimi vinogradi v svoji darovnici stiškemu samostanu omenja oglejski patriarh Peregrin. V vznožju Trške gore pa se razprostira obširen kompleks Kmetijske šole Grm skupaj z ampelografskim vinogradom. Trška gora ponuja rajski razgled na vse strani, tja do Gorjancev, proti Kočevskemu Rogu in Krški dolini, tik pod njo leži Novo mesto, objeto v zeleno smaragdno Krko. Blizu Trške gore so gradovi Hmeljnik, Stari grad in Otočec. Med vinogradi in zidanicami na Trški gori kraljuje poseben poetičen duh, ki je navdihoval tudi takšne lastnike zidanic kot so skladatelj Marjan Kozina, virtuozi narodno zabavne glasbe Lojze Slak, Henrik Burkat –Henček, Franc Potočar in mnogi drugi. Na vrhu Trške gore (428 m) ob cerkvi Marijinega rojstva, že stoletja rastejo tudi lipe. Najstarejša in najmogočnejša ima v prsnem obsegu kar 830 centimetrov. Ocenjujejo, da je stara preko štiristo let in je najdebelejša dolenjska lipa. Ima votlo deblo, kamor se lahko stisne lepa gručica ljudi, dnišče je umetelno razraščeno, na višini treh metrov pa se vzpenja košata zelena krošnja, v senci katere čaka svoje obiskovalce starodavna kamnita miza.<br>Povzeto od uporabnika ""Zavod za turizem Novo mesto"".",
Sveti Križ (Liška gora),Slovenija,,,Posavsko hribovje in Dolenjska,428,"vrh, cerkev",127646,46,1,"Cerkev sv. Križa se nahaja vzhodno od nekoliko višjega ter z gozdom poraščenega Lisca. Od cerkve v bližini katere je velik travnik, se nam odpre pogled na že omenjeni vrh, na ostale strani pa razgled ovira gozd.",
Veliki vrh (Križentaver),Slovenija,,,Posavsko hribovje in Dolenjska,419,vrh,5580,32,2,"Veliki vrh oz. Križentaver je 419 metrov visok hrib, ki se nahaja nad Ihanom. Z vrha, na katerem je vpisna skrinjica z vpisno knjigo ter nekaj klopi, zaradi gozda ni lepšega razgleda.",
Tinska gora,Slovenija,,,Posavsko hribovje in Dolenjska,409,vrh,174991,52,1,"Tinska gora z nadmorsko višino 409 metrov leži na grebenu, ki ločuje dolini Zibiškega in Tinskega potoka. Nizka nadmorska višina omogoča vseeno lepe razglede. Na vrhu in pod njim so izraziti vinogradniški tereni in veliko število zidanic oziroma gorc. Nekoliko pod vrhom ležita praktično skupaj dve cerkvi Matere Božje in sv. Ane, vidni daleč naokoli. Veliko je ohranjene stare dediščine, ki se je dobro ohranila in je živ spomin na pretekle čase.",
Stari grad na Grajskem hribu,Slovenija,,,Posavsko hribovje in Dolenjska,407,vrh,279956,65,3,"Celjski Stari grad se nahaja jugovzhodno od Celja na razgledni vzpetini imenovani Grajski hrib. Grad, ki so ga zapustili v 18.stoletju,  je bil sredi prejšnjega tisočletja (okrog leta 1400) tudi največja utrdba na Slovenskem ozemlju. Z gradu je lep pogled na Celje in del Posavskega hribovja, v lepi vidljivosti pa se vidi tudi večji del slovenskih Alp.",
Oljska gora,Slovenija,,,Posavsko hribovje in Dolenjska,401,vrh,6750,33,3,"Oljska gora je 401 meter visok hrib na severu Ljubljane, točneje med Nadgorico, Podgorico in Dragomljem. Na vrhu se nahaja vpisna skrinjica z vpisno knjigo, nekaj klopi, gugalnica in še kaj.",
Sv. Miklavž na Goropečah,Slovenija,,,Posavsko hribovje in Dolenjska,401,cerkev,1320,20,2,"Cerkev sv. Miklavža na Goropečah se nahaja vzhodno od Ihana. Cerkev je bila domnevno zgrajena v 14. stoletju ali še nekoliko prej, prvič pa se jo omenja leta 1526.",
Stari grad (Volčji Potok),Slovenija,,,Posavsko hribovje in Dolenjska,398,vrh,1610,22,2,"Stari grad se nahaja na 398 metrov visoki vzpetini, le ta v Arboretumu Volčji Potok, zaradi česar je za vzpon na vrh potrebno kupiti vstopnico za vstop v park. Z vrha, na katerem je nekaj obnovljenih razvalin, se nam odpre nekaj razgleda proti Posavskemu hribovju in okoliškim vasicam ter Krvavcu z okolico, na ostale strani razgled ovira gozd.",
Miklavžev hrib (Miklavški hrib),Slovenija,,,Posavsko hribovje in Dolenjska,394,cerkev,176180,52,2,Miklavžev hrib (Miklavški hrib) se nahaja na desnem bregu Savinje. Na vrhu se nahaja cerkev sv. Miklavža zgrajena okoli leta 1400 in skozi zgodovino večkrat dograjevana in razgledni stolp. Ta hrib je bil po zanesljivih virih prvi poseljeni del v okolici Celja. Zaradi splavatstva v dolini posvečena temu svetniku.,
Kamnolom mlinskih kamnov,Slovenija,,,Posavsko hribovje in Dolenjska,390,,622,14,1,"Kamnolom mlinskih kamnov se nahaja na pobočjih starega gradu Osterberg nad dolino potoka Besnica. Začetek pridobivanja mlinskih kamnov verjetno sega v rimske čase. Prvič je bil sicer omenjen leta 1567. Na pobočju je več manjših kamnolomov, pri največjem pa se nahaja tudi klopca in informativna tabla. V kamnolomih je tudi vidnih še nekaj nedokončanih mlinskih kamnov. Mimo kamnolomov vodi tudi Ostrovrharjeva pot.",
Hribce,Slovenija,,,Posavsko hribovje in Dolenjska,388,"vrh, jezero, cerkev",1541,22,1,"Hribce so manjša vzpetina jugozahodno od Moravč ter severovzhodno od grada Tuštanj. Na vrhu stoji cerkev Žalostne Matere Božje, nekaj 10 metrov južno od vrha pa se nahaja manjši ribnik. Od cerkve oz. bližnjega travnika, pa se nam ob lepem vremenu odpre razgled na najvišje vrhove Kamniško Savinjskih Alp.",
Stara sveta gora,Slovenija,,,Posavsko hribovje in Dolenjska,386,"vrh, cerkev",216,8,3,"Stara sveta gora oz. ljudsko ""Stare gore nad Podsredo"" je hrib severovzhodno od Podsrede na južnih obronkih hribovja, ki loči dolini Bistrice in Sotle. Osrednji objekt malenkost pod vrhom gore je cerkev žalostne Marije oz. uradno cerkev Matere božje sedmih žalosti. Prvotna cerkev je gotovo stala že v 14. stoletju, današnja pa izvira iz začetka 15. stoletja. Malo nižje od cerkve stoji kapela sv. Mohorja in Fortunata, ravno tako iz 15. stoletja, ki danes služi kot zadnja, 14., postaja križevega pota iz doline. Starejša je kapela sv. Ane malo nad cerkvijo, ki je bila najverjetneje postavljena že v 14. stoletju.<br> <br> Na pobočju hriba je tudi del razloženega naselja Gradišče. Z vrha se ponujajo razgledi na Podsredo, Grad Podsreda in dolino Bistrice severno od Podsrede. Do vrha lahko pridemo peš po izredno razglednem križevem potu ali se z istega izhodišča pripeljemo po cesti.",
Sv. Kunigunda na Taboru nad Ihanom,Slovenija,,,Posavsko hribovje in Dolenjska,377,"vrh, cerkev",1942,24,2,"Cerkev sv. Kunigunde na Taboru nad Ihanom je prvič omenjena leta 1519. Od cerkve oz. bližnje okolice, se nam odpre nekaj razgleda na bližnjo okolico.",
Miklavžev hrib (Razgledni stolp),Slovenija,,,Posavsko hribovje in Dolenjska,376,vrh,1471,21,2,"Razgledni stolp nad Celjem (376 m nadmorske višine), na Miklavškem hribu, nagradi svoje goste s krasnimi razgledi na mesto obdano s sanjavimi hribi in gorami, največjim slovenskim umetnim jezerom in največjim slovenskim srednjeveškim gradom.",
Sveta Neža (Liboje),Slovenija,,,Posavsko hribovje in Dolenjska,368,"vrh, cerkev",1120,19,1,"Hrib sv. Neže se dviga nad Libojami. To je v Spodnji Savinjski dolini. Večji kraji v bližnji okolici so: Žalec, Griže in Petrovče. Na hribu stojijo cerkev sv. Neže, nekaj kapelic, ki so tudi pod vrhom in župnijski dom. Vrh nima vpisne skrinjice, je pa razgleden. Njemu najbližji je hrib Kotečnik. S sv. Neže se vidi njegov kamnolom. Ob sončnem vremenu se vidijo vrhovi Kamniško - Savinjskih Alp.",
Grad Kozje (Drachenburg),Slovenija,,,Posavsko hribovje in Dolenjska,360,vrh,261,9,1,"Grad Drachenburg (""Zmajev grad"") na Brediču neposredno nad trgom Kozje je prvič omenjen leta 1286 kot castrum Trachenberk, najverjetneje pa je bil zgrajen že v zgodnjem 12. stoletju, s čemer sodi med najstarejše gradove na Štajerskem. Stanovanjski del v dveh traktih je imel dve nadstropji, poleg tega je vseboval še okrogel obrambni stolp in štirinadstropno osrednjo obrambno utrdbo. V 17. stoletju so ga opustili in do danes je ostalo le nekaj razvalin, ki so dostopne po dveh poteh iz Kozjega.",
Radenski kal,Slovenija,,,Posavsko hribovje in Dolenjska,360,"koča, jezero",306,10,1,"Radenski kal, tudi Radenska luža se nahaja v bližini ceste Stari trg ob Kolpi - Vinica. V bližini kala, okoli katerega vodi krajša učna pot se nahaja tudi lovska koča.",
Sv. Andrej nad Olimjem,Slovenija,,,Posavsko hribovje in Dolenjska,351,cerkev,2155,25,1,"Cerkev stoji na južnem pobočju Rudnice nad Olimjem. Grajena v poznogotskem stilu v 15. stoletju. V tem okolju nekaj posebnega zaradi zvonika. Zvonik je grajen v mediteranskem stilu z odprtim zvonikom. V slovenskem prostoru je to najbolj vzhodni tip takšne gradnje zvonika. Dva zvona, ki zvonita trikrat na dan. Leta 2010 cerkev obnovljena. Andreji godujejo po tem zavetniku tridesetega novembra.",
Dom Frata,Slovenija,,,Posavsko hribovje in Dolenjska,345,koča,7280,33,3,"Dom Frata se nahaja ob robu večje jase med naselji Dolnji in Gornji Ajdovec, Brezova Reber pri Dvoru in Dolenjim Globodolom. Vpisna skrinjica se nahaja kakih 100 metrov jugovzhodno od doma, na drugi strani jase ob obeležju NOB.",
Gradišče (pri Grižah),Slovenija,,,Posavsko hribovje in Dolenjska,341,"vrh, cerkev",1210,19,1,Gradišče pri Grižah je bolj splošno znano kot savinjski Lurd. Na vrhu stoji cerkev Lurške Matere Božje. Okoli cerkve je veliko vinogradov. Vrh hriba je zelo razgleden. Do cerkve se lahko pride po cesti z avtom ali peš.,
Gradiško jezero,Slovenija,,,Posavsko hribovje in Dolenjska,340,jezero,7640,33,1,"Gradiško jezero, je umetno nastalo jezero, ki so ga naredilo ob gradnji avtoceste, da bi preprečili poplave ob obilnih padavinah. Okrog jezera vodi prijetna sprehajalna pot, ki je dolga nekaj več kot 4 km.",
Sveti Primož (Kremen),Slovenija,,,Posavsko hribovje in Dolenjska,340,"vrh, cerkev",3312,29,1,"Cerkev sv. Primoža se nahaja nad vasjo Kremen, le ta pa severovzhodno od Krškega. Od cerkve oz. bližnje okolice se odpre lep pogled proti Gorjancem, delu Bizeljskega in Krško gričevje.",
Lahomniški sopot,Slovenija,,,Posavsko hribovje in Dolenjska,325,slap,196145,55,1,"Lahomniški sopot, med domačini imenovan Sopota je kanjon z dvema slapovoma. Nahaja se v naselju Tevče nekaj kilometrov vzhodno od Laškega. Kanjon ima zanimive pečine in iz enega od previsov padata dva slapova. Enostaven dostop na lokacijo ob strugi Lahovnice vendar označenost iz glavne ceste v času opisa ni bila najboljša. To je že nekje mejni svet Kozjanskega. ",
Sv. Urban (Cmereška Gorca),Slovenija,,,Posavsko hribovje in Dolenjska,322,cerkev,152494,49,1,"Cerkev je na vrhu griča Cmereška gorca, južno od naselja Pristava nad Mestinjščico in Tinskim potokom. Je podružnična cerkev župnije Sv. Ema. Zvonik cerkve je iz 17. stoletja medtem, ko je bil osnovni del cerkve na novo pozidan v 19. stoletju. Obiskovalce nagradijo navkljub nizki nadmorski višini, bogati razgledi.",
Gruska jama,Slovenija,,,Posavsko hribovje in Dolenjska,320,slap,216,8,1,"Gruska jama je zatrepna dolina, kjer izvira potok Gruska, ki je pravzaprav nadaljevanje potoka Gabra, ki ponikne nedaleč stran. Potok izvira izpod 30 metrov visoke stene, v obdobjih z več vode tudi kot slap. Ljudska legenda pravi, da je na njenem mestu včasih stal bogat trg, ki se je pogreznil, ker se prebivalci niti v času posta ne glede na opozorila starca niso hoteli odreči razuzdanemu življenjskemu slogu. Med domačini je znana tudi kot Puščavnikova jama, ker je v njej v obdobju med obema svetovnima vojnama samotarsko živel ljudski pesnik Albin Podstenšek oz. Eremit Valentin.<br> <br> V jami je nekaj časa bilo črno odlagališče odpadkov, ki so ga šele nedolgo nazaj sanirali in v njej uredili krožno pot.<br> <br> Gruska jama je lahko dostopna, saj leži tik ob cesti med Prelaskim in Kozjim, natančneje v bližini Vrenske Gorce med Bučami in Ješovjem pri Kozjem. Pri njej je tudi avtobusno postajališče, ki služi tudi kot dostopna točka.",
Sv. Lovrenc (Kompole),Slovenija,,,Posavsko hribovje in Dolenjska,315,cerkev,240047,60,2,Cerkev Sv. Lovrenca leži v naselju Kompole v prijetni dolini med griči nad Voglajno. Cerkev je obdana s pokopališčem in prvič omenjena po virih leta 1525. Je tudi nekje ob poteh še višje v svet nad Štorami...v smeri za Turn oziroma Svetino. Mirno območje v bližini industrijskih Štor.,
Pusti Peter,Slovenija,,,Posavsko hribovje in Dolenjska,311,cerkev,230998,59,1,"Pusti Peter so razvaline nekdanje cerkve, ki je tu stala. Je del gozdne učne poti (GUP) Dragatuš. Na razvalinah so postavili kamniti oltar in križ na katerem so ključi Svetega Petra. Zaradi gozda pa ni razgleda na okolico.",
Herkulovo svetišče na Bregu,Slovenija,,,Posavsko hribovje in Dolenjska,290,cerkev,1391,20,1,Območje Brega pod Miklavškim hribom je bilo po zanesljivih zgodovinskih virih mesto prve poselitve na območju Celja. Ostanki svetišča so še dobro vidni. Ohranil se je en steber. Herkul je bil eden od mnogih sinov prvega med bogovi - Zevsa. Stavba je bila namenjena čaščenju božanstev.,
Izvir Krke,Slovenija,,,Posavsko hribovje in Dolenjska,272,,7650,33,2,"Izvir reke Krke se nahaja severozahodno od naselja Krka v občini Ivančna Gorica. Voda na površje priteče ob umetnem vzhodu v Krško jamo, ob visokih vodah pa je omenjeni vhod poplavljen, takrat je tudi Krška jama nedostopna. Krka se po 94 km, pri Brežicah  izlije v reko Savo.<br>Krška jama, ki se nahaja v neposredni bližini izvira reke Krke, pa je dolga 200 m in široka do 30 metrov. Vstopnina za ogled jame je 3 eur za odrasle in 2 eur za otroke (podatek iz leta 2016), urnik odprtja pa je objavljen ob vhodu v jamo in na spletni strani TD Krka.",
Stari grad nad Otočcem,Slovenija,,,Posavsko hribovje in Dolenjska,250,,3180,28,1,"Stari grad nad Otočcem (nemško Altenburg) se nahaja na vzpetini severozahodno od Otočca in vzhodno od Trške Gore. Od gradu se nam odpre lep razgled po delu Dolenjske, Gorjancem...",
Jelovička in Mihova jama,Slovenija,,,Posavsko hribovje in Dolenjska,240,,766,16,1,"Jelovička jama je 434 metrov dolga in 36 metrov globoka jama, ki se nahaja v bližini vasi Žaga v dolini reke Kolpe. Na dnu Jelovičke jame teče potok, ki pod površjem teče vse do izliva v 330 metrov oddaljeno reko Kolpo, ob visokih vodah pa voda bruha iz jame in teče po slikovitem hudourniku do izliva v Kolp.<br>Mihova jama se nahaja le nekoliko bolj vzhodno od Jelovičke jame, dolga pa je do 20 metrov.",
